"codelangue","codeappelobjet","traductiondictionnaire"
"2","1486","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Implantation d'un système de préchauffage de l’air frais à l’aide d’un mur solaire.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Un mur solaire est une paroi vitrée ou métallique qui permet de préchauffer l'air avant l'introduction dans l'enceinte à chauffer.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">L'air frais est aspiré aux extrémité du bardage métallique ou vitré.&nbsp;Celui ci, recevant le rayonnement du soleil chauffe l'air qui est ensuite aspiré par un système de ventilation centralisé localisé au centre du&nbsp; bardage.</P>"
"3","1486","Passive solar wall"
"3","1486","Implantation d'un système de préchauffage de l’air frais à l’aide d’un mur solaire"
"4","1486","Pared solar pasivo"
"4","1486","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Implantation d'un système de préchauffage de l’air frais à l’aide d’un mur solaire.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Un mur solaire est une paroi vitrée ou métallique qui permet de préchauffer l'air avant l'introduction dans l'enceinte à chauffer.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">L'air frais est aspiré aux extrémité du bardage métallique ou vitré.&nbsp;Celui ci, recevant le rayonnement du soleil chauffe l'air qui est ensuite aspiré par un système de ventilation centralisé localisé au centre du&nbsp; bardage.</P>"
"2","1487","Remplacement d'un four à convection par un four infrarouge"
"2","1487","La solution consiste à remplacer le four à convection existant par un four à chauffage radiant
plus performant"
"3","1487","Substitution of a convection oven with infrared oven"
"3","1487","La solution consiste à remplacer le four à convection existant par un four à chauffage radiant
plus performant"
"4","1487","Sustitución de un horno de convección con horno de infrarrojos"
"4","1487","La solution consiste à remplacer le four à convection existant par un four à chauffage radiant
plus performant"
"2","1489","Préchauffage de l'eau du circuit de chauffage"
"2","1489","Implantation d'un système de chauffage avec des collecteurs solaires pour préchauffer l'eau chaude du système de chauffage"
"3","1489","Warm water heating circuit"
"3","1489","Implantation d'un système de chauffage avec des collecteurs solaires pour préchauffer l'eau chaude du système de chauffage"
"4","1489","Precalentamiento de agua del circuito de calentamiento"
"4","1489","Implantation d'un système de chauffage avec des collecteurs solaires pour préchauffer l'eau chaude du système de chauffage"
"2","1490","Ventilation en cycle fermé"
"2","1490","Mise en place d'une ventilation en cycle fermé pour traiter l'air de façon localisé contre la poussière, la polution etc."
"3","1490","Ventilation in closed cycle"
"3","1490","Mise en place d'une ventilation en cycle fermé pour traiter l'air de façon localisé contre la poussière, la polution etc."
"4","1490","Ventilación en ciclo cerrado"
"4","1490","Mise en place d'une ventilation en cycle fermé pour traiter l'air de façon localisé contre la poussière, la polution etc."
"2","1491","Récupérer l'énergie mécanique de moteur de test pour produire de l'électricité"
"2","1491","<P style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">L'énergie mécanique&nbsp;que produit&nbsp;le, ou les,&nbsp;moteurs sont connéctés à un moteur à courant alternatif avec un variateur de fréquence qui&nbsp;permet&nbsp;la production d'électricité.</P>"
"2","1492","Broyeurs à haute efficacité lors du remplacement du matériel"
"2","1492","<P>Un concasseur giratoire classique est serré à une côte fixe en fonction de la granulométrie désirée. Au fur et à mesure, les pièces s'usent et il faut procéder régulièrement à un nouveau serrage qui demande une vidange de la chambre de tous ses matériaux. De plus, pendant l'usure, la côte de serrage augmente. Les matériaux produits sont donc plus gros, augmentant ainsi le débit de recyclage des éléments supérieurs, et donc la consommation générale pour les convoyer et les concasser. </P>
<P style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Il existe des concasseurs innovants permettant un serrage hydraulique continu. La pression de serrage est maintenue constante grâce à un vérin hydraulique lié à un automate. Ce dernier applique une pression supplémentaire lorsqu'il y a une dérive due à l'usure des pièces pour maintenir la pression de consigne. Ainsi, la proportion des matériaux directement à la bonne granulométrie augmente, entrainant un gain sur la recirculation des matériaux. De plus, ce type de concasseur entraine un gain de production. Sur ces concasseurs, l'excentricité est variable. Le système peut alors absorber plus facilement un débit continu variable de matériaux. La qualité de broyage est améliorée. </P>"
"2","1493","Raccord des unités fonctionnant sur des groupes électrogènes sur le réseau électrique"
"2","1493","<P style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Raccorder les unités fonctionnant sur des groupes électrogènes sur le réseau électrique. En effet à cause du rendement moyen des groupes électrogènes, le coût de production d'électricité à partir des groupes électrogènes est bien supérieur au coût d'électricité provenant du réseau.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">&nbsp;</P>"
"2","1494","Convoyeur électrique en remplacement de convoyage par engins de logistique interne (camions, pelles …)."
"2","1494","<P style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Les convoyeurs utilisent l'électricité pour déplacer les matériaux, vaincre les pertes de charges, alimenter les unités de production en fonction de la demande, … </P>
<P style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Dans la plupart des cas, l'utilisation d'un système de convoyage électrique est plus économique qu'un transport par camions et pelles. </P>
<P>Lorsque le tonnage transporté par machines d'un point à un autre est important il est toujours pertinent de considérer cette solution. </P>"
"2","1495","Eco conduite des engins de logistique interne"
"2","1495","<P style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">L'éco-conduite des engins de manutention permet un gain direct ou indirect sur la consommation de carburant. Voici quelques pistes : </P>
<UL>
<LI style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Préparation : organisation des déplacements et de l'itinéraire, maintenance du véhicule (pression des pneus, filtre à air, état du moteur), sélection de la machine adéquat pour une tache donnée.&nbsp;</LI>
<LI style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Conduite souple et coupure du moteur après 1 minute d'arrêt, optimisation des modes start and stop.&nbsp;</LI>
<LI style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Anticipation pour éviter les freinages brusques et préférer le frein moteur. </LI>
<LI style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Instaurer des vitesses de déplacement maximum des machines selon les applications.</LI>
<LI style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Optimisation de&nbsp;l'utilisation des engins en fonction de leur performance énergétique et de leur capacité pour une tache donnée : choix du bon régime pour une tache donnée, et choix de l'engin adapté parmi d'autres.</LI></UL>"
"2","1496","Utilisation des modes économiques et du mode ""start and stop"" des engins"
"2","1496","Optimiser l'utilisation des modes économiques et du mode ""start and stop"" des engins"
"2","1497","Modification des horaires de production d'une unité pour éviter les pics de consommation"
"2","1497","<P style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Les pics de consommations électriques du site peuvent donner lieu à des dépassements de puissance souscrite. Des pénalités de facturation sont alors appliquées par le fournisseur d’énergie. <BR>Si des dépassements réguliers et importants sont relevés, ces pénalités sont onéreuses et peuvent être facilement évitées :&nbsp; </P>
<UL>
<LI style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">En adaptant la production par le changement d’horaire d’une ligne de production si les pics d’appels de puissance sont réguliers. Pour la production en flux continu, une étape de stockage peut parfois être à ajouter.</LI>
<LI style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">En installant des systèmes de gestion dynamique de la puissance tels que des délesteurs pilotés par automates sur certains équipements.</LI>
<LI style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">En modifiant la puissance souscrite. Les pénalités de dépassement disparaissent mais la solution entraîne un surcoût sur l’abonnement.</LI></UL>"
"2","1498","Double tube de chauffage pour serres"
"2","1498","Installation d'un double tube de chauffage pour serres"
"2","1499","Echangeur-récupérateur de chaleur air/ air dans un bâtiment d'élevage de volailles"
"2","1499","Récupération de chaleur via un échangeur air/air (technologie : tubulaire le plus souvent). La chaleur sortante permet de préchauffer l'air neuf entrant dans l'enceinte du bâtiment. </P>"
"2","1503","Logiciel de réduction de consommation d'ordinateurs"
"2","1503","Installation d'un logiciel sur ordinateur pour réduire sa consommation énergétique"
"2","1505","Récupération de chaleur sur une tour de refroidissement"
"2","1505","Récupération de chaleur sur une tour aéroréfrigérante pour chauffage (ou préchauffage) d'eau chaude sanitaire, ou procédé"
"2","1507","Optimisation d'un moteur diesel"
"2","1507","Amélioration de la combustion dans un moteur diesel. La propreté de celui-ci peut être aussi vérifiée"
"2","1511","Co-incinération des déchets"
"2","1511","<P style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Des déchets peuvent être incinérés avec d'autres matériaux : c'est ce que l'on appelle une co-incinération.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">&nbsp;</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">Ce sont des combustibles de susbstitution ou encore combustibles solides de récupération (CSR). Ils sont le plus souvent constitués de :</P>
<UL>
<LI>
<DIV style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">plastique</DIV></LI>
<LI>
<DIV style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">bois</DIV></LI>
<LI>
<DIV style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">pneus usagés </DIV></LI>
<LI style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">
<DIV style=""BORDER-TOP-COLOR: ; BORDER-LEFT-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: "">huiles usagées</DIV></LI></UL>"
